,Item,Year,Area harvested,Production,Yield
1325,Oranges,2016,116387.0,2939084.0,25252.7
1326,Oranges,2017,128931.0,3147545.0,24412.6
1327,Oranges,2018,124577.0,3085986.0,24771.7
1328,Oranges,2019,122705.0,3067630.0,25000.0
1329,Oranges,2020,180087.0,3966200.0,22023.8
1330,Oranges,2021,138542.0,3173430.0,22906.0
1331,Oranges,2022,144908.0,3159793.0,21805.5
1332,Oranges,2023,147179.0,3471724.0,23588.4
1333,Oranges,2024,173711.0,4200000.0,24178.0
1334,"Other beans, green",1990,12180.0,123000.0,10098.5
1335,"Other beans, green",1991,13545.0,147628.0,10899.1
1336,"Other beans, green",1992,12624.0,128832.0,10205.3
1337,"Other beans, green",1993,12500.0,106000.0,8480.0
1338,"Other beans, green",1994,14000.0,127000.0,9071.4
1339,"Other beans, green",1995,16847.0,165067.0,9798.0
1340,"Other beans, green",1996,20766.0,201797.0,9717.7
1341,"Other beans, green",1997,19353.0,219527.0,11343.3
1342,"Other beans, green",1998,15096.0,179410.0,11884.6
1343,"Other beans, green",1999,19348.0,200021.0,10338.1
1344,"Other beans, green",2000,21726.0,201628.0,9280.5
1345,"Other beans, green",2001,21306.0,214887.0,10085.8
1346,"Other beans, green",2002,21300.0,215000.0,10093.9
1347,"Other beans, green",2003,27280.0,281050.0,10302.4
1348,"Other beans, green",2004,21580.0,250070.0,11588.0
1349,"Other beans, green",2005,21850.0,245910.0,11254.5
1350,"Other beans, green",2006,22010.0,259610.0,11795.1
1351,"Other beans, green",2007,30669.0,330257.0,10768.4
1352,"Other beans, green",2008,23327.0,247336.0,10603.0
1353,"Other beans, green",2009,28390.0,282297.0,9943.5
1354,"Other beans, green",2010,26316.0,270740.0,10288.0
1355,"Other beans, green",2011,29367.0,305561.0,10404.9
1356,"Other beans, green",2012,24307.0,251279.0,10337.7
1357,"Other beans, green",2013,24009.0,257469.0,10723.9
1358,"Other beans, green",2014,25069.0,253110.0,10096.5
1359,"Other beans, green",2015,23639.0,244666.78,10350.3
1360,"Other beans, green",2016,23004.0,237536.75,10325.8
1361,"Other beans, green",2017,22274.0,228742.17,10269.4
1362,"Other beans, green",2018,20721.0,216001.43,10424.5
1363,"Other beans, green",2019,19853.0,207791.54,10466.6
1364,"Other beans, green",2020,19177.0,201620.97,10513.9
1365,"Other beans, green",2021,18075.0,190745.04,10552.8
1366,"Other beans, green",2022,15568.0,165812.0,10650.8
1367,"Other beans, green",2023,15431.0,162832.0,10552.3
1368,"Other beans, green",2024,15844.0,166634.24,10517.1
1369,Berries_Misc,1990,53.0,250.0,4717.0
1370,Berries_Misc,1991,90.0,400.0,4444.4
1371,Berries_Misc,1992,100.0,450.0,4500.0
1372,Berries_Misc,1993,106.0,500.0,4720.5
1373,Berries_Misc,1994,98.0,494.43,5038.9
1374,Berries_Misc,1995,105.0,550.0,5227.7
1375,Berries_Misc,1996,106.0,580.0,5477.7
1376,Berries_Misc,1997,105.0,600.0,5714.3
1377,Berries_Misc,1998,106.0,620.0,5849.1
1378,Berries_Misc,1999,110.0,650.0,5909.1
1379,Berries_Misc,2000,95.0,568.11,5996.9
1380,Berries_Misc,2001,94.0,576.57,6118.1
1381,Berries_Misc,2002,94.0,586.25,6240.5
1382,Berries_Misc,2003,94.0,596.58,6359.7
1383,Berries_Misc,2004,94.0,606.97,6458.1
1384,Berries_Misc,2005,92.0,616.66,6705.9
1385,Berries_Misc,2006,91.0,625.41,6849.6
1386,Berries_Misc,2007,91.0,635.11,6993.5
1387,Berries_Misc,2008,92.0,654.42,7138.2
1388,Berries_Misc,2009,90.0,659.13,7283.6
1389,Berries_Misc,2010,88.0,652.35,7429.5
1390,Berries_Misc,2011,84.0,637.65,7575.8
1391,Berries_Misc,2012,130.0,1000.0,7692.3
1392,Berries_Misc,2013,77.0,603.13,7873.4
1393,Berries_Misc,2014,47.0,379.67,8050.2
1395,"Other citrus fruit, n.e.c.",1990,136.0,2300.0,16911.8
1396,"Other citrus fruit, n.e.c.",1991,140.0,2400.0,17142.9
1397,"Other citrus fruit, n.e.c.",1992,145.0,2500.0,17241.4
1398,"Other citrus fruit, n.e.c.",1993,148.0,2600.0,17567.6
1399,"Other citrus fruit, n.e.c.",1994,150.0,2500.0,16666.7
1400,"Other citrus fruit, n.e.c.",1995,160.0,2775.0,17343.8
1401,"Other citrus fruit, n.e.c.",1996,165.0,2800.0,16969.7
1402,"Other citrus fruit, n.e.c.",1997,168.0,2950.0,17559.5
1403,"Other citrus fruit, n.e.c.",1998,170.0,3000.0,17647.1
1404,"Other citrus fruit, n.e.c.",1999,172.0,3100.0,18023.3
1405,"Other citrus fruit, n.e.c.",2000,172.0,3100.0,18023.3
1406,"Other citrus fruit, n.e.c.",2001,163.0,2169.0,13306.7
1407,"Other citrus fruit, n.e.c.",2002,163.0,2400.0,14723.9
1408,"Other citrus fruit, n.e.c.",2003,163.0,2400.0,14723.9
1409,"Other citrus fruit, n.e.c.",2004,168.0,2500.0,14881.0
1410,"Other citrus fruit, n.e.c.",2005,190.0,2800.0,14736.8
1411,"Other citrus fruit, n.e.c.",2006,220.0,3200.0,14545.5
1412,"Other citrus fruit, n.e.c.",2007,250.0,3800.0,15200.0
1413,"Other citrus fruit, n.e.c.",2008,308.0,4972.0,16142.9
1414,"Other citrus fruit, n.e.c.",2009,322.0,5333.0,16562.1
1415,"Other citrus fruit, n.e.c.",2010,335.0,4723.0,14098.5
1416,"Other citrus fruit, n.e.c.",2011,346.0,5785.0,16719.7
1417,"Other citrus fruit, n.e.c.",2012,421.0,5160.0,12256.5
1418,"Other citrus fruit, n.e.c.",2013,383.0,5280.02,13788.7
1419,"Other citrus fruit, n.e.c.",2014,374.0,5271.08,14093.6
1420,"Other citrus fruit, n.e.c.",2015,404.0,5692.84,14088.1
1421,"Other citrus fruit, n.e.c.",2016,387.0,5414.64,13991.1
1422,"Other citrus fruit, n.e.c.",2017,394.0,5438.41,13803.7
1423,"Other citrus fruit, n.e.c.",2018,400.0,5424.31,13547.9
1424,"Other citrus fruit, n.e.c.",2019,407.0,5426.02,13347.5
1425,"Other citrus fruit, n.e.c.",2020,408.0,5426.65,13296.6
1426,"Other citrus fruit, n.e.c.",2021,416.0,5507.46,13247.5
1427,"Other citrus fruit, n.e.c.",2022,413.0,5435.98,13167.8
1428,"Other citrus fruit, n.e.c.",2023,416.0,5438.72,13065.9
1429,"Other citrus fruit, n.e.c.",2024,415.0,5441.46,13113.9
1430,"Other fruits, n.e.c.",1990,26465.0,325000.0,12280.4
1431,"Other fruits, n.e.c.",1991,24785.0,320000.0,12911.0
1432,"Other fruits, n.e.c.",1992,26000.0,325000.0,12500.0
1433,"Other fruits, n.e.c.",1993,25000.0,330000.0,13200.0
1434,"Other fruits, n.e.c.",1994,26000.0,335000.0,12884.6
1435,"Other fruits, n.e.c.",1995,26500.0,336000.0,12679.2
1436,"Other fruits, n.e.c.",1996,27000.0,338000.0,12518.5
1437,"Other fruits, n.e.c.",1997,28000.0,340000.0,12142.9
1438,"Other fruits, n.e.c.",1998,29000.0,342000.0,11793.1
1439,"Other fruits, n.e.c.",1999,29500.0,343000.0,11627.1
1440,"Other fruits, n.e.c.",2000,30000.0,350000.0,11666.7
1441,"Other fruits, n.e.c.",2001,26876.0,348792.04,12977.7
1442,"Other fruits, n.e.c.",2002,23982.0,344262.13,14355.2
1443,"Other fruits, n.e.c.",2003,22130.0,341408.49,15427.6
1444,"Other fruits, n.e.c.",2004,19740.0,334033.01,16921.9
1445,"Other fruits, n.e.c.",2005,17000.0,323000.0,19000.0
1446,"Other fruits, n.e.c.",2006,18000.0,302000.0,16777.8
1447,"Other fruits, n.e.c.",2007,19000.0,374400.0,19705.3
1448,"Other fruits, n.e.c.",2008,17683.0,361504.0,20443.6
1449,"Other fruits, n.e.c.",2009,18003.0,409811.0,22763.5
1450,"Other fruits, n.e.c.",2010,24357.0,465155.0,19097.4
1451,"Other fruits, n.e.c.",2011,23504.0,461574.03,19638.4
1452,"Other fruits, n.e.c.",2012,26000.0,490000.0,18846.2
1453,"Other fruits, n.e.c.",2013,23204.0,466635.15,20110.2
1454,"Other fruits, n.e.c.",2014,22838.0,470014.29,20580.5
1455,"Other fruits, n.e.c.",2015,23166.0,484159.41,20899.7
1456,"Other fruits, n.e.c.",2016,23293.0,487013.81,20908.3
1457,"Other fruits, n.e.c.",2017,23456.0,488017.27,20805.9
1458,"Other fruits, n.e.c.",2018,23329.0,485913.64,20828.8
1459,"Other fruits, n.e.c.",2019,23194.0,485281.86,20922.7
1460,"Other fruits, n.e.c.",2020,23181.0,485315.22,20935.6
1461,"Other fruits, n.e.c.",2021,23177.0,493184.05,21278.9
1462,"Other fruits, n.e.c.",2022,23364.0,494489.71,21164.4
1463,"Other fruits, n.e.c.",2023,23382.0,496567.1,21236.9
1464,"Other fruits, n.e.c.",2024,23400.0,498644.5,21309.4
1465,Nuts_Misc,1990,1900.0,5700.0,3000.0
1466,Nuts_Misc,1991,1915.0,5600.0,2923.6
1467,Nuts_Misc,1992,1868.0,5400.0,2891.4
1468,Nuts_Misc,1993,2100.0,6000.0,2857.1
1469,Nuts_Misc,1994,2137.0,6100.0,2854.5
1470,Nuts_Misc,1995,2170.0,6200.0,2856.8
1471,Nuts_Misc,1996,2200.0,6250.0,2840.9
1472,Nuts_Misc,1997,2226.0,6350.0,2852.7
1473,Nuts_Misc,1998,2300.0,6500.0,2826.1
1474,Nuts_Misc,1999,2280.0,6600.0,2895.1
1475,Nuts_Misc,2000,2272.0,6650.0,2926.6
1476,Nuts_Misc,2001,2300.0,6650.0,2891.3
1477,Nuts_Misc,2002,2300.0,6575.5,2858.9
1478,Nuts_Misc,2003,2350.0,6618.48,2816.4
1479,Nuts_Misc,2004,2350.0,6636.26,2823.9
1480,Nuts_Misc,2005,2400.0,6700.0,2791.7
1481,Nuts_Misc,2006,2500.0,9236.54,3694.6
1482,Nuts_Misc,2007,2600.0,12000.0,4615.4
1483,Nuts_Misc,2008,3400.0,17000.0,5000.0
1484,Nuts_Misc,2009,4611.0,22445.0,4867.7
1485,Nuts_Misc,2010,3916.0,20865.0,5328.1
1486,Nuts_Misc,2011,2508.0,18389.0,7332.1
1487,Nuts_Misc,2012,2531.0,19544.0,7721.8
1488,Nuts_Misc,2013,2333.0,17921.6,7682.8
1489,Nuts_Misc,2014,2014.0,15517.94,7705.5
1490,Nuts_Misc,2015,1694.0,13523.0,7982.9
1491,Nuts_Misc,2016,1729.0,12322.0,7126.7
1492,Nuts_Misc,2017,1195.0,3734.0,3125.9
1493,Nuts_Misc,2018,1185.0,3271.0,2760.3
1494,Nuts_Misc,2019,1365.0,3780.0,2769.2
1495,Nuts_Misc,2020,1407.0,3950.0,2807.4
1496,Nuts_Misc,2021,1460.0,4019.0,2752.7
1497,Nuts_Misc,2022,1530.0,4210.0,2751.6
1498,Nuts_Misc,2023,1667.0,4184.04,2510.6
1499,Nuts_Misc,2024,1880.0,3008.7,1600.2
1500,Other pulses n.e.c.,1990,6720.0,16000.0,2381.0
1501,Other pulses n.e.c.,1991,3360.0,7000.0,2083.3
1502,Other pulses n.e.c.,1992,4565.0,8969.0,1964.7
1503,Other pulses n.e.c.,1993,6000.0,11000.0,1833.3
1504,Other pulses n.e.c.,1994,8600.0,15700.0,1825.6
1505,Other pulses n.e.c.,1995,9760.0,18500.0,1895.5
1506,Other pulses n.e.c.,1996,5300.0,9500.0,1792.5
1507,Other pulses n.e.c.,1997,3100.0,6300.0,2032.3
1508,Other pulses n.e.c.,1998,3200.0,6500.0,2031.3
1509,Other pulses n.e.c.,1999,3300.0,6700.0,2030.3
1510,Other pulses n.e.c.,2000,4023.0,8166.4,2029.9
1511,Other pulses n.e.c.,2001,3965.0,8057.48,2032.0
1512,Other pulses n.e.c.,2002,3350.0,6800.0,2029.9
1513,Other pulses n.e.c.,2003,3883.0,7868.02,2026.3
1514,Other pulses n.e.c.,2004,3846.0,7787.89,2024.7
1515,Other pulses n.e.c.,2005,3804.0,7710.05,2027.0
1516,Other pulses n.e.c.,2006,3400.0,6850.0,2014.7
1517,Other pulses n.e.c.,2007,3682.0,7662.56,2081.4
1518,Other pulses n.e.c.,2008,3500.0,7500.0,2142.9
1519,Other pulses n.e.c.,2009,3800.0,8000.0,2105.3
1520,Other pulses n.e.c.,2010,3600.0,7800.0,2166.7
1521,Other pulses n.e.c.,2011,3400.0,7500.0,2205.9
1522,Other pulses n.e.c.,2012,3400.0,7600.0,2235.3
1523,Other pulses n.e.c.,2013,3450.0,7600.0,2202.9
1524,Other pulses n.e.c.,2014,3450.0,7595.35,2201.6
1525,Other pulses n.e.c.,2015,3287.0,7303.74,2222.1
1526,Other pulses n.e.c.,2016,3396.0,7499.7,2208.6
1527,Other pulses n.e.c.,2017,3412.0,7567.92,2218.0
1528,Other pulses n.e.c.,2018,3331.0,7419.08,2227.0
1529,Other pulses n.e.c.,2019,3380.0,7495.56,2217.8
1530,Other pulses n.e.c.,2020,3349.0,7480.61,2233.5
1531,Other pulses n.e.c.,2021,3353.0,7465.08,2226.1
1532,Other pulses n.e.c.,2022,3361.0,7480.42,2225.8
1533,Other pulses n.e.c.,2023,3355.0,7475.37,2228.4
1534,Other pulses n.e.c.,2024,3356.0,7473.62,2226.8
1535,Other stone fruits,1990,48.0,313.0,6520.8
1536,Other stone fruits,1991,76.0,565.09,7476.6
1537,Other stone fruits,1992,65.0,500.0,7692.3
1538,Other stone fruits,1993,100.0,700.0,7000.0
1539,Other stone fruits,1994,101.0,750.0,7402.6
1540,Other stone fruits,1995,102.0,760.0,7425.2
1541,Other stone fruits,1996,105.0,780.0,7454.4
1542,Other stone fruits,1997,105.0,785.0,7490.2
1543,Other stone fruits,1998,106.0,800.0,7529.9
1544,Other stone fruits,1999,105.0,810.0,7714.3
1545,Other stone fruits,2000,109.0,827.55,7581.8
1546,Other stone fruits,2001,110.0,850.0,7727.3
1547,Other stone fruits,2002,114.0,866.39,7597.3
1548,Other stone fruits,2003,117.0,888.19,7601.9
1549,Other stone fruits,2004,120.0,908.98,7601.6
1550,Other stone fruits,2005,123.0,935.18,7596.3
1551,Other stone fruits,2006,130.0,986.9,7591.6
1552,Other stone fruits,2007,130.0,986.58,7589.1
1553,Other stone fruits,2008,120.0,900.0,7500.0
1554,Other stone fruits,2009,131.0,1000.0,7622.2
1555,Other stone fruits,2010,131.0,999.74,7628.6
1556,Other stone fruits,2011,132.0,1009.35,7635.7
1557,Other stone fruits,2012,130.0,1000.0,7692.3
1558,Other stone fruits,2013,135.0,1032.87,7642.0
1559,Other stone fruits,2014,138.0,1051.92,7634.6
1560,Other stone fruits,2015,142.0,1085.35,7641.1
1561,Other stone fruits,2016,143.0,1091.34,7639.6
1562,Other stone fruits,2017,144.0,1103.12,7639.4
1563,Other stone fruits,2018,146.0,1116.24,7640.8
1564,Other stone fruits,2019,147.0,1127.2,7644.1
1565,Other stone fruits,2020,150.0,1142.49,7640.4
1566,Other stone fruits,2021,148.0,1128.64,7641.8
1567,Other stone fruits,2022,148.0,1132.78,7642.1
1568,Other stone fruits,2023,148.0,1134.64,7641.4
1569,Other stone fruits,2024,148.0,1132.02,7641.7
1570,"Other tropical fruits, n.e.c.",1990,806.0,6000.0,7444.2
1571,"Other tropical fruits, n.e.c.",1991,799.0,6200.0,7762.1
1572,"Other tropical fruits, n.e.c.",1992,824.0,6400.0,7770.2
1573,"Other tropical fruits, n.e.c.",1993,836.0,6500.0,7778.4
1574,"Other tropical fruits, n.e.c.",1994,822.0,6400.0,7786.5
1575,"Other tropical fruits, n.e.c.",1995,833.0,6500.0,7799.9
1576,"Other tropical fruits, n.e.c.",1996,845.0,6600.0,7811.2
1577,"Other tropical fruits, n.e.c.",1997,850.0,6650.0,7823.5
1578,"Other tropical fruits, n.e.c.",1998,860.0,6700.0,7790.7
1579,"Other tropical fruits, n.e.c.",1999,865.0,6750.0,7804.0
1580,"Other tropical fruits, n.e.c.",2000,965.0,7535.6,7804.9
1581,"Other tropical fruits, n.e.c.",2001,997.0,7783.32,7807.0
1582,"Other tropical fruits, n.e.c.",2002,900.0,7000.0,7777.8
1583,"Other tropical fruits, n.e.c.",2003,1137.0,8911.01,7836.2
1584,"Other tropical fruits, n.e.c.",2004,1253.0,9849.1,7860.2
1585,"Other tropical fruits, n.e.c.",2005,1367.0,10779.46,7882.9
1586,"Other tropical fruits, n.e.c.",2006,1387.0,10972.86,7912.3
1587,"Other tropical fruits, n.e.c.",2007,1500.0,12000.0,8000.0
1588,"Other tropical fruits, n.e.c.",2008,1500.0,12000.0,8000.0
1589,"Other tropical fruits, n.e.c.",2009,3450.0,27600.0,8000.0
1590,"Other tropical fruits, n.e.c.",2010,3500.0,27000.0,7714.3
1591,"Other tropical fruits, n.e.c.",2011,3500.0,27000.0,7714.3
1592,"Other tropical fruits, n.e.c.",2012,3303.0,25756.38,7798.1
1593,"Other tropical fruits, n.e.c.",2013,3227.0,25356.12,7857.8
1594,"Other tropical fruits, n.e.c.",2014,3246.0,25593.86,7884.4
1595,"Other tropical fruits, n.e.c.",2015,3578.0,27978.12,7818.5
1596,"Other tropical fruits, n.e.c.",2016,3350.0,26309.36,7852.4
1597,"Other tropical fruits, n.e.c.",2017,3450.0,27131.96,7863.9
1598,"Other tropical fruits, n.e.c.",2018,3530.0,27765.57,7865.2
1599,"Other tropical fruits, n.e.c.",2019,3444.0,27068.96,7860.6
1600,"Other tropical fruits, n.e.c.",2020,3466.0,27256.66,7863.7
1601,"Other tropical fruits, n.e.c.",2021,3577.0,28165.62,7873.4
1602,"Other tropical fruits, n.e.c.",2022,3480.0,27408.01,7875.4
1603,"Other tropical fruits, n.e.c.",2023,3490.0,27500.58,7879.7
1604,"Other tropical fruits, n.e.c.",2024,3500.0,27593.14,7884.0
1605,"Other vegetables, fresh n.e.c.",1990,19325.0,430000.0,22251.0
1606,"Other vegetables, fresh n.e.c.",1991,19745.0,396000.0,20055.7
1607,"Other vegetables, fresh n.e.c.",1992,19300.0,420000.0,21761.7
1608,"Other vegetables, fresh n.e.c.",1993,19500.0,422000.0,21641.0
1609,"Other vegetables, fresh n.e.c.",1994,20000.0,425000.0,21250.0
1610,"Other vegetables, fresh n.e.c.",1995,22000.0,450000.0,20454.5
1611,"Other vegetables, fresh n.e.c.",1996,23000.0,480000.0,20869.6
1612,"Other vegetables, fresh n.e.c.",1997,24000.0,490000.0,20416.7
1613,"Other vegetables, fresh n.e.c.",1998,25000.0,500000.0,20000.0
1614,"Other vegetables, fresh n.e.c.",1999,26000.0,520000.0,20000.0
1615,"Other vegetables, fresh n.e.c.",2000,35100.0,550000.0,15669.5
1616,"Other vegetables, fresh n.e.c.",2001,51100.0,580000.0,11350.3
1617,"Other vegetables, fresh n.e.c.",2002,85700.0,600000.0,7001.2
1618,"Other vegetables, fresh n.e.c.",2003,88600.0,620000.0,6997.7
1619,"Other vegetables, fresh n.e.c.",2004,86600.0,630000.0,7274.8
1620,"Other vegetables, fresh n.e.c.",2005,86700.0,650000.0,7497.1
1621,"Other vegetables, fresh n.e.c.",2006,81200.0,580000.0,7142.9
1622,"Other vegetables, fresh n.e.c.",2007,76100.0,598000.0,7858.1
1623,"Other vegetables, fresh n.e.c.",2008,73226.0,564665.0,7711.3
1624,"Other vegetables, fresh n.e.c.",2009,97817.0,542389.0,5544.9
1625,"Other vegetables, fresh n.e.c.",2010,131454.0,574952.0,4373.8
1626,"Other vegetables, fresh n.e.c.",2011,121869.0,605000.0,4964.3
1627,"Other vegetables, fresh n.e.c.",2012,118500.0,675000.0,5696.2
1628,"Other vegetables, fresh n.e.c.",2013,117434.0,700743.37,5967.1
1629,"Other vegetables, fresh n.e.c.",2014,117541.0,725859.23,6175.4
1630,"Other vegetables, fresh n.e.c.",2015,128806.0,684765.95,5316.2
1631,"Other vegetables, fresh n.e.c.",2016,121260.0,669217.95,5518.8
1632,"Other vegetables, fresh n.e.c.",2017,117348.0,693281.04,5907.9
1633,"Other vegetables, fresh n.e.c.",2018,122472.0,712695.8,5819.3
1634,"Other vegetables, fresh n.e.c.",2019,120360.0,691731.59,5747.2
1635,"Other vegetables, fresh n.e.c.",2020,121579.0,690559.18,5679.9
1636,"Other vegetables, fresh n.e.c.",2021,121470.0,723252.63,5954.2
1637,"Other vegetables, fresh n.e.c.",2022,121136.0,723402.8,5971.8
1638,"Other vegetables, fresh n.e.c.",2023,121395.0,712404.87,5868.5
1639,"Other vegetables, fresh n.e.c.",2024,121334.0,719686.77,5931.5
1640,Papayas,2023,15.0,110.0,7333.3
1641,Papayas,2024,55.0,400.0,7272.7
1642,Peaches and nectarines,1990,9516.0,37442.0,3934.6
1643,Peaches and nectarines,1991,12566.0,52381.0,4168.5
1644,Peaches and nectarines,1992,16800.0,105000.0,6250.0
1645,Peaches and nectarines,1993,21000.0,159000.0,7571.4
1646,Peaches and nectarines,1994,25500.0,213000.0,8352.9
1647,Peaches and nectarines,1995,29000.0,267000.0,9206.9
1648,Peaches and nectarines,1996,32500.0,321000.0,9876.9
1649,Peaches and nectarines,1997,35635.0,376969.0,10578.6
1650,Peaches and nectarines,1998,34658.0,429853.0,12402.7
1651,Peaches and nectarines,1999,36121.0,301191.0,8338.4
1652,Peaches and nectarines,2000,32725.0,240193.0,7339.7
1653,Peaches and nectarines,2001,32981.0,247300.0,7498.3
1654,Peaches and nectarines,2002,31368.0,339266.0,10815.7
1655,Peaches and nectarines,2003,31359.0,302667.0,9651.7
1656,Peaches and nectarines,2004,31761.0,360937.0,11364.2
1657,Peaches and nectarines,2005,32000.0,360000.0,11250.0
1658,Peaches and nectarines,2006,32930.0,427639.0,12986.3
1659,Peaches and nectarines,2007,33360.0,425273.0,12748.0
1660,Peaches and nectarines,2008,33604.0,399416.0,11886.0
1661,Peaches and nectarines,2009,33917.0,363209.0,10708.8
1662,Peaches and nectarines,2010,33017.0,273256.0,8276.2
1663,Peaches and nectarines,2011,31255.0,332487.0,10637.9
1664,Peaches and nectarines,2012,26611.0,285194.0,10717.1
1665,Peaches and nectarines,2013,24937.0,281119.0,11273.2
1666,Peaches and nectarines,2014,25648.0,290001.0,11307.0
1667,Peaches and nectarines,2015,21218.0,269572.0,12704.9
1668,Peaches and nectarines,2016,22992.0,328390.0,14283.0
1669,Peaches and nectarines,2017,26187.0,425448.0,16246.8
1670,Peaches and nectarines,2018,17793.0,374981.0,21074.6
1671,Peaches and nectarines,2019,16649.0,349630.0,21000.0
1672,Peaches and nectarines,2020,14560.0,273500.0,18784.3
1673,Peaches and nectarines,2021,12910.0,276608.0,21426.4
1674,Peaches and nectarines,2022,14979.0,259522.0,17325.7
1675,Peaches and nectarines,2023,15033.0,242780.0,16149.8
1676,Peaches and nectarines,2024,14714.0,227034.95,15430.0
1677,Pears,1990,6984.0,47459.0,6795.4
1678,Pears,1991,6683.0,44028.0,6588.1
1679,Pears,1992,7547.0,92925.0,12312.8
1680,Pears,1993,6550.0,80000.0,12213.7
1681,Pears,1994,6000.0,65000.0,10833.3
1682,Pears,1995,5601.0,54272.0,9689.7
1683,Pears,1996,5347.0,57917.0,10831.7
1684,Pears,1997,4882.0,56630.0,11599.8
1685,Pears,1998,4022.0,41391.0,10291.1
1686,Pears,1999,4579.0,38336.0,8372.1
1687,Pears,2000,4173.0,47217.0,11314.9
1688,Pears,2001,4041.0,40139.0,9932.9
1689,Pears,2002,2905.0,34692.0,11942.2
1690,Pears,2003,2899.0,35441.0,12225.3
1691,Pears,2004,2889.0,38192.0,13219.8
1692,Pears,2005,2900.0,38500.0,13275.9
1693,Pears,2006,2787.0,36388.0,13056.3
1694,Pears,2007,3057.0,50414.0,16491.3
1695,Pears,2008,3341.0,48908.0,14638.7
1696,Pears,2009,1597.0,54229.0,33956.8
1697,Pears,2010,3631.0,44713.0,12314.2
1698,Pears,2011,3741.0,48817.0,13049.2
1699,Pears,2012,3861.0,64664.0,16748.0
1700,Pears,2013,3950.0,58852.0,14899.2
1701,Pears,2014,3996.0,58344.0,14600.6
1702,Pears,2015,4107.0,65810.0,16023.9
1703,Pears,2016,4666.0,69752.0,14949.1
1704,Pears,2017,4977.0,77132.0,15498.0
1705,Pears,2018,4942.0,70181.0,14200.9
1706,Pears,2019,4916.0,68820.0,14000.0
1707,Pears,2020,6850.0,79350.0,11583.9
1708,Pears,2021,5458.0,82746.0,15161.7
1709,Pears,2022,6253.0,84885.0,13575.2
1710,Pears,2023,6219.0,88784.0,14276.3
1711,Pears,2024,5734.0,84582.0,14750.4
1712,"Peas, dry",1990,1808.0,2876.0,1590.7
1713,"Peas, dry",1991,402.0,1131.0,2813.4
1714,"Peas, dry",1992,1189.0,3143.0,2643.4
1715,"Peas, dry",1993,800.0,2000.0,2500.0
1716,"Peas, dry",1994,700.0,1850.0,2642.9
1717,"Peas, dry",1995,622.0,1723.0,2770.1
1718,"Peas, dry",1996,911.0,2600.0,2854.0
1719,"Peas, dry",1997,414.0,788.0,1903.4
1720,"Peas, dry",1998,190.0,346.0,1821.1
1721,"Peas, dry",1999,250.0,653.0,2612.0
1722,"Peas, dry",2000,82.0,150.0,1829.3
1723,"Peas, dry",2001,237.0,450.22,1902.3
1724,"Peas, dry",2002,28.0,52.0,1857.1
1725,"Peas, dry",2003,33.0,60.0,1818.2
1726,"Peas, dry",2004,168.0,302.07,1795.1
1727,"Peas, dry",2005,38.0,70.0,1842.1
1728,"Peas, dry",2006,40.0,63.01,1575.2
1729,"Peas, dry",2007,20.0,20.0,1000.0
1730,"Peas, dry",2008,20.0,20.0,1000.0
1731,"Peas, dry",2009,20.0,20.0,1000.0
1732,"Peas, dry",2010,11.0,9.0,818.2
1733,"Peas, dry",2011,280.0,608.0,2171.4
1734,"Peas, dry",2012,68.0,124.0,1823.5
1735,"Peas, dry",2013,9.0,19.0,2111.1
1736,"Peas, dry",2014,7.0,14.0,2000.0
1737,"Peas, dry",2015,150.0,435.0,2891.9
1738,"Peas, dry",2016,136.0,450.0,3315.8
1739,"Peas, dry",2017,157.0,467.0,2971.8
1740,"Peas, dry",2018,140.0,420.0,3000.0
1741,"Peas, dry",2019,125.0,360.0,2880.0
1742,"Peas, dry",2020,145.0,420.0,2896.6
1743,"Peas, dry",2021,148.0,430.0,2905.4
1744,"Peas, dry",2022,266.0,1014.0,3812.0
1745,"Peas, dry",2023,518.0,1190.0,2297.3
1746,"Peas, dry",2024,380.0,785.77,2068.1
1747,"Peas, green",1990,8820.0,100000.0,11337.9
1748,"Peas, green",1991,9133.0,101006.0,11059.5
1749,"Peas, green",1992,9200.0,102000.0,11087.0
1750,"Peas, green",1993,9300.0,103000.0,11075.3
1751,"Peas, green",1994,9400.0,105000.0,11170.2
1752,"Peas, green",1995,20929.0,218808.0,10454.8
1753,"Peas, green",1996,11312.0,126812.0,11210.4
1754,"Peas, green",1997,18014.0,153545.0,8523.6
1755,"Peas, green",1998,22087.0,158818.0,7190.6
1756,"Peas, green",1999,22888.0,189110.0,8262.4
1757,"Peas, green",2000,35122.0,339994.0,9680.4
1758,"Peas, green",2001,23853.0,227135.0,9522.3
1759,"Peas, green",2002,23528.0,234331.0,9959.7
1760,"Peas, green",2003,26277.0,257454.0,9797.7
1761,"Peas, green",2004,28108.0,293358.0,10436.8
1762,"Peas, green",2005,24490.0,245180.0,10011.4
1763,"Peas, green",2006,22630.0,222703.0,9841.1
1764,"Peas, green",2007,25889.0,262987.0,10158.3
1765,"Peas, green",2008,26896.0,285074.0,10599.1
1766,"Peas, green",2009,28390.0,282897.0,9964.7
1767,"Peas, green",2010,26316.0,270740.0,10288.0
1768,"Peas, green",2011,22651.0,225689.0,9963.8
1769,"Peas, green",2012,20139.0,180631.0,8969.2
1770,"Peas, green",2013,18532.0,190127.0,10259.4
1771,"Peas, green",2014,18471.0,184018.0,9962.5
